@relation .a/eda_smooth_ml/eda_smooth_ml
@attribute Sound real [46.22267342, 79.2527832]
@attribute Dust real [0.02916129, 0.39787096]
@attribute TempEN real [10.521, 26.891]
@attribute RH real [17.24, 60.8856]
@attribute Light real [287.76, 32280.1]
@attribute EDA_label {LOW, NORM, HIGH}
@data
60.83265839,0.068387098,14.6106,41.8964,3805.48,NORM
60.58974304,0.050451611,12.683,46.771,505.34,NORM
59.91272964,0.071053764,15.28,38.3248,341.4,LOW
62.57692299,0.039741936,13.127,43.0636,588.9,LOW
60.09761556,0.032946236,11.9674,50.9248,5284.5,NORM
60.4244751,0.036129033,14.6106,45.1644,5044.82,NORM
60.49864998,0.037548387,13.3386,46.8484,3291.46,NORM
63.40293198,0.036258064,12.9968,45.9836,2638.7,NORM
62.03418605,0.042451613,17.201,53.9432,7014.2,LOW
62.48718135,0.045806451,16.677,53.4626,2592.96,LOW
58.31106644,0.108322581,17.5196,35.4508,1462.42,LOW
60.91025658,0.046967741,16.4582,41.738,1916.56,NORM
59.93387413,0.045225806,16.4104,41.873,2227.16,NORM
60.97435939,0.053892471,23.5066,34.4756,3393.96,LOW
62.47008438,0.10507527,26.0216,28.783,4407.82,LOW
65.24606603,0.063655914,25.1616,30.0964,4790.96,LOW
61.75640945,0.046064515,19.4936,28.1158,3455.44,NORM
59.50697174,0.070752688,17.382,30.8354,2980.88,NORM
62.07962074,0.070903225,18.01,29.809,2635.56,NORM
61.46153793,0.056129031,18.704,27.2364,3026.56,NORM
