@relation esum_filtered_keel_nom
@attribute Sound real [46.22267342, 79.2527832]
@attribute Dust real [0.02916129, 0.39787096]
@attribute TempEN real [10.521, 26.891]
@attribute RH real [17.24, 60.8856]
@attribute Light real [287.76, 32280.1]
@attribute Area real [1274.667603, 36208.28889]
@attribute Perimeter real [205.8863296, 2834.509892]
@attribute Occlusivity real [84.20423509, 2375.982044]
@attribute Compactness real [0.022584873, 0.402656985]
@attribute EDA_label {AROSAL, NORM}
@data
61.2564106,0.045419354,12.63,46.2488,803.34,2977.948807,338.6455689,174.7546881,0.326314443,NORM
59.31578903,0.057290324,12.582,47.428,1446.66,4464.116821,583.2969106,384.2740673,0.164879273,NORM
61.34480362,0.051096773,13.305,42.5868,544.76,9430.942764,1045.710558,685.0161518,0.108378213,AROSAL
58.72874527,0.041806451,13.57,45.206,4907.64,11160.97964,1877.578301,1055.607062,0.039784698,NORM
55.42105344,0.040494623,13.6564,44.8032,3674.62,8796.603455,1069.331132,820.9213937,0.096671945,NORM
61.96198845,0.060215051,13.016,46.4714,3334.02,9900.172363,1065.33816,794.5987042,0.109616935,NORM
63.40293198,0.036258064,12.9968,45.9836,2638.7,10411.96289,1252.669913,799.8322402,0.0833814,NORM
63.29059881,0.058451611,13.0112,46.1908,2849.96,4595.423035,812.0051959,611.4960217,0.087582582,NORM
58.86977043,0.035096774,13.9348,43.9894,2224.0,9013.399063,1675.893605,845.2877782,0.040327897,NORM
61.48448181,0.031935484,12.775,46.3478,5014.86,8755.084915,1074.49868,821.3389178,0.095292441,NORM
57.67881165,0.039177418,18.033,51.7386,4076.7,3647.176834,360.9869988,213.4121347,0.351709066,AROSAL
60.71794815,0.036258065,16.9822,55.302,4838.26,6376.82515,1019.782999,623.0030918,0.077054648,AROSAL
61.2941967,0.040516128,16.8536,56.1674,4418.84,9388.188248,1957.138648,1078.628029,0.03079984,AROSAL
61.82905986,0.058967741,16.6442,53.9974,3907.96,3850.819031,488.9431769,311.3516696,0.202416632,AROSAL
62.56410217,0.049290322,20.889,34.8046,1322.1,22330.74892,1837.937003,1007.653591,0.083071473,AROSAL
63.10073242,0.073677419,22.4506,32.9884,3031.32,3422.306076,509.4550271,305.4930573,0.165697902,AROSAL
52.32916667,0.058486021,16.844,44.3824,8915.76,3796.511719,359.2821896,200.3579607,0.369592569,NORM
63.60683848,0.042864515,17.7008,41.751,894.82,5352.200806,692.991763,476.0162414,0.140050969,NORM
60.32388585,0.040215053,16.7682,44.9174,1738.38,5851.256027,821.5335156,634.2568582,0.108945274,NORM
60.2381916,0.09483871,20.8268,28.8256,1370.98,3213.005905,457.0934083,233.3532041,0.193246426,AROSAL
61.69230728,0.148322581,16.582,38.275,3300.94,6376.82515,1019.782999,623.0030918,0.077054648,AROSAL
61.11623851,0.113161291,17.8478,35.0256,1709.98,10701.15103,1236.810439,839.3876597,0.087909149,AROSAL
62.35897408,0.045741935,20.1452,32.3292,1285.84,2777.109253,406.9191399,217.3479957,0.210759225,NORM
61.65064096,0.043290322,18.8562,34.5324,842.76,1532.360977,256.7783871,86.52018913,0.292047851,NORM
65.0024409,0.050494624,19.6172,32.5734,7154.52,3524.880325,585.8220414,356.8207337,0.129069261,NORM
61.55128326,0.04548387,21.5902,29.3306,882.18,9591.529037,1684.06532,983.3388583,0.042499111,NORM
53.0,0.04683871,21.437,30.3368,1207.0,6221.416183,845.3615981,652.953307,0.109399185,NORM
65.24908447,0.04563441,18.9706,33.2604,1076.12,4612.953171,602.0113708,411.8770462,0.15994826,NORM
62.64102592,0.045612903,18.9942,33.0386,967.34,9164.242905,1037.890439,835.1233456,0.106906333,NORM
68.09463043,0.044967743,18.985,33.143,1404.1,17057.49397,1989.204072,1469.373424,0.054170945,NORM
60.11066246,0.049354839,13.738,47.763,1438.78,3550.262558,357.5479059,210.805739,0.348981061,NORM
60.67273941,0.047161288,16.9964,41.7094,17926.88,2627.945892,389.9947871,197.61958,0.217124424,AROSAL
70.97893715,0.046580644,16.415,42.052,2116.8,2851.547867,347.3789289,166.9544604,0.296950176,NORM
53.80592155,0.051225806,17.5958,40.8418,10041.54,2741.352905,403.526802,223.8515479,0.211558286,NORM
57.31578852,0.050666665,22.8672,36.5266,3696.66,8597.709091,1061.741792,799.2538515,0.095841761,AROSAL
61.67098602,0.044851613,22.393,35.3182,7709.54,4073.579498,960.5526546,716.66562,0.055480927,AROSAL
63.8376063,0.060774193,24.0212,33.2304,5175.7,5621.852753,832.0634066,596.55402,0.102041418,AROSAL
60.28452644,0.064387096,22.9776,34.4198,1620.14,2744.04863,332.5087359,164.7687053,0.311885761,AROSAL
58.25910873,0.048451611,24.6724,30.8452,4116.1,5985.046707,850.9008452,602.203429,0.103877024,AROSAL
63.50000114,0.064258064,24.6872,31.21,1962.28,2805.624664,328.7590091,168.8257508,0.326200115,AROSAL
65.97252731,0.053225804,25.157,30.265,5820.58,11641.59657,1541.89134,961.3621988,0.061533961,AROSAL
61.52564201,0.064774196,17.8478,31.1338,6541.14,10323.66219,1648.995822,1009.61726,0.047709464,NORM
63.07692184,0.090645157,18.271,29.4318,6146.96,6172.852509,858.2275111,647.3474145,0.105315162,NORM
