,participant,X,Y,Sound,Dust,TempEN,RH,Light,EDA_peaks,EDA_phase,EDA_label
0,6,681404.174,247353.2056,55.03103917,0.100086019,19.0562,28.47626667,1784.88,11,0.54605847,1
7,6,681402.6739,247361.5985,60.74044011,0.056301074,20.20733333,30.86613333,1527.606667,0,0.021945526,0
8,6,681393.7665,247374.9305,61.8888888,0.048344085,19.9518,31.36746667,1576.493333,2,0.043196859,1
9,6,681383.4238,247391.9307,54.8282725,0.054967739,19.83946667,31.46613333,1686.873333,4,0.117953403,1
10,6,681384.022,247393.2917,55.59210587,0.049462364,19.5712,31.88033333,2091.56,1,0.042861329,1
11,6,681383.9315,247392.5492,53.72587713,0.053591397,19.39986667,32.18526667,2322.286667,3,0.170114844,1
12,6,681381.6912,247391.5918,57.81747691,0.043526881,19.1702,32.66293333,2921.986667,0,0.087870374,0
13,6,681376.0726,247405.6176,58.4192543,0.079397848,19.0226,32.95106667,2610.84,0,0.036279497,0
14,6,681362.5933,247420.0174,62.56860072,0.044989246,18.83566667,33.29206667,2561.953333,0,0.027896015,0
15,6,681348.3489,247431.46,59.10391413,0.048731183,18.5026,33.87753333,2699.673333,0,0.024770374,0
16,6,681340.8478,247443.2361,57.94736888,0.065032259,18.4044,33.9712,2781.12,3,0.193084702,1
17,6,681332.2596,247454.4229,57.92982534,0.047182796,18.26006667,34.06933333,3181.093333,1,0.193084702,1
18,6,681324.2827,247466.9338,56.77192968,0.046107526,18.1048,34.5812,4012.566667,0,0.042282134,0
19,6,681315.5261,247473.8744,56.59649175,0.067698924,17.77346667,35.43206667,3565.833333,0,0.04560179,0
20,6,681307.9986,247492.1735,57.7498881,0.047225805,17.31686667,36.27073333,3151.66,0,0.0448289,0
21,6,681300.3615,247507.4504,58.47368469,0.049419353,17.0296,37.19393333,3347.186667,0,0.037958268,0
22,6,681295.409,247522.5046,62.17948786,0.075440859,17.0392,37.234,2724.353333,0,0.074626477,0
23,6,681288.2963,247534.4344,61.34053167,0.055053762,16.77886667,37.84133333,2658.68,0,0.051131117,0
24,6,681282.7913,247549.3885,58.87044525,0.047741934,16.66133333,37.9798,2437.926667,5,0.202350441,1
25,6,681283.3042,247566.1485,58.27800318,0.084559139,16.50266667,38.49646667,1940.186667,3,0.04277289,1
26,6,681282.7731,247571.8306,60.52271652,0.073333331,16.503,38.2322,2915.14,0,0.038110197,0
27,6,681285.1973,247581.4079,60.869546,0.05776344,16.3916,38.09573333,1686.866667,0,0.023719897,0
28,6,681298.9369,247600.3137,60.55240682,0.050580646,15.3466,39.7788,1437.746667,0,0.021572261,0
29,6,681310.0572,247597.2417,60.10571391,0.045591397,14.19373333,43.2018,1402.013333,0,0.024221485,0
30,6,681321.431,247586.7047,60.35213013,0.074580646,14.0404,45.2824,1406.726667,0,0.046270699,0
31,6,681324.8687,247584.806,64.17704493,0.068129032,14.11866667,45.51113333,1727.853333,0,0.079377892,0
32,6,681327.5311,247583.4341,59.46693751,0.055698924,14.5978,44.08106667,1958.586667,0,0.056093901,0
33,6,681328.4592,247583.6877,59.47689031,0.048903226,14.673,42.83686667,2905.166667,0,0.036759735,0
34,6,681329.7329,247578.9425,59.46063944,0.043354838,14.5866,42.17273333,4101.92,0,0.036143676,0
35,6,681336.5916,247563.5067,59.83625743,0.05655914,14.5994,41.88673333,4065.653333,2,0.045535768,1
36,6,681346.9924,247548.6569,64.19658203,0.063311828,14.6138,41.87146667,3828.613333,3,0.220308191,1
37,6,681362.1994,247537.6908,57.22807083,0.039569892,14.5674,42.42173333,4120.826667,0,0.027849171,0
38,6,681374.8552,247527.3198,56.40350876,0.042494624,14.5482,42.1704,3891.173333,0,0.035161895,0
39,6,681388.0501,247516.1964,56.4035085,0.040860215,14.4666,42.1378,2789.013333,0,0.027548195,0
40,6,681400.0631,247504.056,58.17003988,0.083440861,14.4602,41.8752,2048.993333,1,0.103118473,1
41,6,681409.7057,247487.6022,60.37516785,0.056215054,14.4186,41.88113333,1523.4,0,0.038807856,0
42,6,681425.4917,247479.4055,59.3778684,0.069935483,14.37066667,42.74433333,1351.02,0,0.034788093,0
43,6,681438.5689,247477.7875,56.85965017,0.05591398,14.31693333,43.5086,1249.573333,0,0.020592808,0
44,6,681448.7986,247469.9222,56.94736862,0.051440861,14.258,43.48473333,1232.24,0,0.042067542,0
45,6,681462.3318,247460.768,57.15587056,0.050537634,14.1956,43.45613333,2102.613333,0,0.035548728,0
46,6,681465.7283,247468.2831,56.40215912,0.068301073,14.1572,43.32566667,3100.686667,0,0.044077283,0
47,6,681468.0692,247472.0032,56.20175451,0.04511828,14.1444,43.24253333,3620.486667,6,0.342686566,1
48,6,681470.987,247465.798,56.77192968,0.051440858,14.066,43.2518,2177.233333,0,0.035508067,0
49,6,681463.9189,247438.7181,58.08591944,0.045548387,13.9684,43.74833333,1702.093333,0,0.016285305,0
50,6,681474.2759,247424.3498,61.95819677,0.089032256,13.834,44.1492,1799.34,0,0.06498046,0
51,6,681475.5306,247416.4168,61.00000102,0.057462365,13.8452,43.61413333,3023.426667,0,0.029521018,0
52,6,681476.1168,247414.9793,68.69172262,0.144903228,13.69793333,43.74526667,3644.14,0,0.042110433,0
53,6,681475.8769,247415.0316,67.27125854,0.057763441,13.47786667,44.58513333,2946.18,0,0.036513219,0
54,6,681476.8109,247413.0244,59.42060318,0.055397847,13.50873333,44.6204,2435.286667,0,0.019539557,0
55,6,681488.0479,247401.5037,62.49572576,0.037677419,13.4778,44.83166667,2196.666667,0,0.022052104,0
56,6,681503.3565,247394.1716,62.1111112,0.041720429,13.4522,44.71386667,2256.586667,0,0.051154457,0
57,6,681511.0467,247386.0676,61.49572652,0.046752688,13.4234,44.779,2095.253333,0,0.021338257,0
58,6,681516.8797,247391.2627,61.68375982,0.06580645,13.3578,45.03173333,1593.84,0,0.020947809,0
59,6,681521.3042,247394.5111,61.4700854,0.055612903,13.281,45.1058,1844.526667,0,0.026564819,0
60,6,681521.7269,247379.3391,60.2577596,0.045548387,13.1994,45.42246667,1571.233333,0,0.021642704,0
61,6,681529.161,247366.0612,61.03283844,0.056172042,13.2186,45.17293333,1676.346667,0,0.042324567,0
62,6,681528.8723,247338.537,62.41636098,0.053032259,13.14313333,45.30126667,1678.466667,0,0.020024821,0
63,6,681514.86,247328.4852,57.91228078,0.048731182,12.9792,45.56586667,1580.166667,0,0.04237151,0
64,6,681499.5075,247323.4187,61.39631144,0.054666665,12.80226667,46.0692,1929.693333,0,0.056230771,0
65,6,681487.3354,247315.0416,59.08007253,0.067698925,12.775,46.2482,2278.68,0,0.022624914,0
66,6,681487.1723,247315.0023,59.31781438,0.056172045,12.7254,46.385,2331.226667,0,0.018427804,0
67,6,681485.9246,247313.2617,58.10526326,0.045376345,12.7542,46.75086667,2350.68,0,0.019921186,0
68,6,681473.074,247296.5359,57.01754405,0.064,12.7622,46.4208,1991.173333,0,0.033987915,0
69,6,681459.6604,247285.047,57.0350886,0.055956987,12.7622,46.16806667,2100.5,0,0.023804645,0
