,participant,X,Y,Sound,Dust,TempEN,RH,Light,EDA_peaks,EDA_phase,EDA_label
0,10,681420.35832,247335.284914,59.489744186370004,0.03941935438,16.570099999999996,30.3736,1551.14,13.0,2.009925855726864,1
1,10,681420.35832,247335.284914,59.489744186370004,0.03941935438,16.570099999999996,30.3736,1551.14,8.0,3.5427751101339786,1
2,10,681420.35832,247335.284914,59.489744186370004,0.03941935438,16.570099999999996,30.3736,1551.14,7.0,0.2493932066209947,1
3,10,681420.35832,247335.284914,59.489744186370004,0.03941935438,16.570099999999996,30.3736,1551.14,0.0,0.02534074149909289,0
4,10,681420.35832,247335.284914,59.489744186370004,0.03941935438,16.570099999999996,30.3736,1551.14,0.0,0.030625949549168526,0
5,10,681420.35832,247335.284914,59.489744186370004,0.03941935438,16.570099999999996,30.3736,1551.14,0.0,0.030625949549168526,0
6,10,681420.35832,247335.284914,59.489744186370004,0.03941935438,16.570099999999996,30.3736,1551.14,0.0,0.036162111069832484,0
7,10,681420.35832,247335.284914,59.489744186370004,0.03941935438,16.570099999999996,30.3736,1551.14,0.0,0.02832382710333893,0
8,10,681420.35832,247335.284914,59.489744186370004,0.03941935438,16.570099999999996,30.3736,1551.14,0.0,0.02832382710333893,0
9,10,681420.35832,247335.284914,59.489744186370004,0.03941935438,16.570099999999996,30.3736,1551.14,0.0,0.020069178825562504,0
10,10,681420.35832,247335.284914,59.489744186370004,0.03941935438,16.570099999999996,30.3736,1551.14,0.0,0.03165207741150313,0
11,10,681420.35832,247335.284914,59.489744186370004,0.03941935438,16.570099999999996,30.3736,1551.14,0.0,0.03587534063602262,0
12,10,681418.582999,247338.966948,62.30769195551999,0.06083870931,18.3544,34.1079,1684.75,0.0,0.028949552388162582,0
13,10,681418.562914,247338.59603,60.692981719920006,0.04451612815000002,18.225900000000006,34.1154,1649.2899999999993,0.0,0.02828378148634765,0
14,10,681410.652126,247354.517639,60.73076858519001,0.05199999855,18.2022,33.998200000000004,1717.0899999999995,2.0,0.08797391385505142,1
15,10,681400.861609,247368.893812,60.76855621336002,0.05200000020000002,18.1073,33.950199999999995,1806.1600000000005,11.0,1.172225396014715,1
16,10,681392.537729,247380.065554,58.07894744869,0.07200000044,18.0072,33.871599999999994,2041.09,10.0,2.5824262533267315,1
17,10,681390.023115,247383.496528,55.02302627561999,0.04922580605,17.8313,33.99949999999999,2083.67,13.0,3.0171278621367996,1
18,10,681388.466138,247385.031845,55.842105483969995,0.03748387048,17.265099999999997,34.7472,2157.78,4.0,0.10532504728449596,1
19,10,681386.528624,247387.692396,54.891447448719994,0.0469677412,16.820199999999996,36.0914,2618.2,0.0,0.0283896176661821,0
20,10,681384.495127,247389.091447,58.026315689040004,0.047032257130000005,16.6728,36.9268,2959.5600000000004,0.0,0.023478538065511315,0
21,10,681379.477363,247395.119615,60.9230766296,0.05851612793,16.453399999999995,37.4868,2903.6000000000013,0.0,0.02846866324708418,0
22,10,681372.61581,247403.401923,59.95614013668001,0.07103225687,16.498799999999996,37.7501,2630.03,0.0,0.02846866324708418,0
23,10,681361.633149,247412.924916,60.58232154843,0.0461290315,16.5319,37.579,2652.890000000001,0.0,0.03295886229453515,0
24,10,681351.533637,247418.642438,61.20512771604001,0.052580645800000006,16.446399999999993,37.4504,2888.62,0.0,0.026846315161026486,0
25,10,681349.107937,247427.523086,60.602564620959996,0.04741935392,16.281699999999994,37.5918,3060.470000000001,0.0,0.043101609308021815,0
26,10,681343.9725149999,247436.625998,58.025640869090005,0.04903225893,16.105699999999995,37.57059999999999,3047.0799999999995,0.0,0.037890707361047465,0
27,10,681337.586183,247446.063858,57.02631568902999,0.06477419172000001,16.067599999999995,37.6826,3272.53,0.0,0.026661832331486817,0
28,10,681332.1047189999,247454.698728,60.42375106806999,0.07025806364,16.008,37.7539,3433.37,0.0,0.060919269170160426,0
29,10,681329.25963,247463.870144,62.03306426997,0.05277419459,15.8173,38.31070000000001,3674.62,0.0,0.03724815292454206,0
30,10,681323.171365,247473.608623,59.524291992120006,0.0557419332,15.6287,38.6187,4042.8,0.0,0.05262336218746548,0
31,10,681315.6587850001,247483.475825,55.63157958981999,0.04135483865,15.4615,39.3099,3145.63,1.0,0.04239206982677639,1
32,10,681302.614801,247491.858722,59.38714637753001,0.06845161242000003,15.3205,39.8934,2951.69,0.0,0.03701597353999975,0
33,10,681306.560078,247497.009167,59.83670692441,0.043290322160000005,15.1894,40.131400000000006,2595.34,0.0,0.02826317410194833,0
34,10,681305.370526,247507.556147,59.444668960550004,0.04651612897,15.148599999999998,40.23240000000001,2833.410000000001,0.0,0.02958529012562376,0
35,10,681303.353307,247517.86939,57.23684234616999,0.047419354860000006,15.040700000000005,40.4696,3055.7599999999993,1.0,0.06549160906081762,1
36,10,681299.6038640001,247530.568047,58.505398178060005,0.06632257884000001,15.026400000000004,40.486999999999995,2771.15,0.0,0.02857597476181277,0
37,10,681294.508431,247543.19265,57.42105255125002,0.05780645011,14.986400000000005,40.8458,2992.68,0.0,0.032629806203896244,0
38,10,681289.155151,247552.589135,55.55263252255001,0.04619354728999999,14.943200000000004,41.4136,3062.05,0.0,0.032629806203896244,0
39,10,681286.257559,247563.761319,54.97368507384001,0.06348386918000001,14.933600000000006,41.0977,3136.160000000001,2.0,0.05523778212648252,1
40,10,681283.718616,247573.567047,53.25,0.049419354389999996,14.904800000000005,40.9958,3367.1499999999987,2.0,0.05523778212648252,1
41,10,681286.1474100001,247582.810811,53.4375,0.050129032479999995,14.878400000000005,40.9643,3491.7399999999993,1.0,0.0526565541787986,1
42,10,681286.504972,247587.949108,54.42763137816,0.07445161352000003,14.8496,40.84660000000001,2507.820000000001,5.0,0.2812629660481452,1
43,10,681290.4881470001,247599.512173,55.947369003270005,0.05232257877,14.8065,40.9627,3843.33,5.0,0.08150601513254464,1
44,10,681294.188694,247612.405676,55.348684692350005,0.049483868560000005,14.6394,41.4714,3560.3,0.0,0.04975776366266287,0
45,10,681288.1843859999,247606.85635500003,58.21052742000001,0.050064516039999986,14.5434,42.0283,3049.44,0.0,0.05758337298256784,0
46,10,681282.321451,247602.0132,59.473009490920006,0.058064514979999995,14.5434,42.2407,2198.78,0.0,0.06074051983350909,0
47,10,681290.65257,247603.128188,59.35070915216999,0.0623225822,14.565,41.9738,2172.76,0.0,0.038937188376759364,0
48,10,681297.567973,247598.237899,59.585020065269994,0.05503225692999999,14.5386,41.9232,2232.67,0.0,0.03144554819084538,0
49,10,681304.608355,247592.496856,57.342105483979985,0.05380644936000002,14.552999999999999,41.7727,2249.23,0.0,0.02655987112889553,0
